State,Vehicle_Class,Vehicle_Category,Vehicle_Type,Month_Num,Year_Num,Predicted_EV_Sales,Month_Name
Chhattisgarh,Three Wheeler (Passenger),Bus,4W_Personal,11,2035,94.9,November
Assam,Library Van,Bus,3W_Personal,10,2028,1824.42,October
Maharashtra,Ambulance,4-Wheelers,3W_Goods_Lowspeed,11,2033,642.575,November
Chhattisgarh,Motor Cab,2-Wheelers,Bus,3,2030,96.22,March
Kerala,Trailer (Commercial),2-Wheelers,3W_Goods,11,2035,15.685,November
Uttar Pradesh,Three Wheeler (Goods),2-Wheelers,3W_Shared,3,2029,1521.9835,March
West Bengal,Luxury Cab,2-Wheelers,4W_Personal,1,2032,595.1240833333334,January
Haryana,Private Service Vehicle,Others,2W_Personal,5,2032,185.57,May
West Bengal,Road Roller,Others,3W_Goods,6,2026,122.305,June
Kerala,Animal Ambulance,Others,3W_Goods_Lowspeed,9,2027,362.73,September
Arunachal Pradesh,Quadricycle (Commercial),3-Wheelers,2W_Shared,10,2033,18.64,October
Rajasthan,Library Van,2-Wheelers,2W_Personal,5,2026,5612.5,May
Bihar,Private Service Vehicle (Individual Use),3-Wheelers,3W_Personal,4,2027,69.54,April
Haryana,Mobile Clinic,Others,2W_Personal,12,2027,92.29,December
Himachal Pradesh,Tow Truck,Bus,4W_Shared,8,2030,0.885,August
Maharashtra,Power Tiller (Commercial),3-Wheelers,3W_Goods_Lowspeed,9,2025,129.63,September
Uttar Pradesh,Excavator (Nt),2-Wheelers,Bus,1,2027,6596.642,January
Haryana,Three Wheeler (Goods),2-Wheelers,Bus,8,2034,115.14,August
Karnataka,Camper Van / Trailer,3-Wheelers,3W_Shared,11,2032,14.075,November
West Bengal,Agricultural Tractor,Bus,4W_Shared,8,2029,3.935,August
Haryana,Harvester,2-Wheelers,3W_Goods,11,2033,529.195,November
Chandigarh,Luxury Cab,3-Wheelers,Institution Bus,6,2031,94.6125,June
Karnataka,Trailer (Commercial),2-Wheelers,Others,8,2034,143.445,August
Himachal Pradesh,Omni Bus (Private Use),2-Wheelers,3W_Goods_Lowspeed,11,2035,11.14,November
Arunachal Pradesh,Trailer (Agricultural),Bus,Others,2,2028,0.0,February
Jharkhand,Trailer (Agricultural),Others,4W_Shared,9,2029,2.03,September
Uttar Pradesh,Private Service Vehicle,Bus,2W_Shared,3,2027,215.40625,March
Kerala,M-Cycle/Scooter-With Side Car,Bus,2W_Personal,7,2027,423.11,July
Gujarat,Construction Equipment Vehicle (Commercial),2-Wheelers,3W_Goods_Lowspeed,1,2026,116.096,January
Madhya Pradesh,Dumper,2-Wheelers,2W_Shared,12,2031,309.82,December
Karnataka,Motorised Cycle (Cc > 25Cc),2-Wheelers,2W_Personal,11,2027,160.16,November
Ladakh,E-Rickshaw With Cart (G),3-Wheelers,3W_Personal,7,2034,9.385,July
Sikkim,Tractor (Commercial),4-Wheelers,3W_Goods,8,2035,19.835,August
Chhattisgarh,Fire Fighting Vehicle,Others,2W_Shared,7,2030,645.635,July
Uttarakhand,Quadricycle (Commercial),Bus,Institution Bus,3,2029,0.14,March
Delhi,Tractor (Commercial),Others,3W_Goods,7,2032,310.765,July
Jharkhand,Auxiliary Trailer,Others,4W_Personal,6,2027,28.965,June
West Bengal,Fire Tenders,Others,4W_Shared,7,2028,5.18,July
Uttarakhand,Private Service Vehicle (Individual Use),Others,3W_Shared,12,2027,164.535,December
West Bengal,Trailer (Agricultural),2-Wheelers,Institution Bus,8,2029,96.885,August
Meghalaya,Motor Car,Others,Bus,7,2025,0.0,July
Ladakh,Goods Carrier,Others,2W_Shared,9,2031,75.03,September
Jammu And Kashmir,Harvester,3-Wheelers,2W_Personal,11,2025,187.795,November
Maharashtra,Cash Van,Bus,2W_Personal,12,2032,925.175,December
Ladakh,Vehicle Fitted With Generator,2-Wheelers,2W_Personal,4,2030,18.355,April
Delhi,Trailer For Personal Use,3-Wheelers,Others,8,2033,157.99,August
Maharashtra,Construction Equipment Vehicle,Others,3W_Goods_Lowspeed,10,2030,611.73,October
Odisha,Auxiliary Trailer,4-Wheelers,Others,7,2030,0.435,July
Tripura,Snorked Ladders,Others,2W_Personal,9,2027,7.875,September
Tripura,Dumper,Others,3W_Personal,2,2030,73.49833333333333,February
Himachal Pradesh,Trailer For Personal Use,2-Wheelers,2W_Shared,6,2028,3.5,June
Delhi,Tree Trimming Vehicle,Bus,3W_Goods_Lowspeed,7,2027,310.765,July
Chandigarh,Agricultural Tractor,2-Wheelers,2W_Personal,7,2027,65.565,July
Jammu And Kashmir,Adapted Vehicle,4-Wheelers,4W_Personal,1,2031,9.695,January
Himachal Pradesh,Fork Lift,3-Wheelers,4W_Personal,1,2032,58.87291666666667,January
Rajasthan,Tree Trimming Vehicle,3-Wheelers,3W_Shared,3,2027,69.57666666666665,March
Goa,Excavator (Commercial),Bus,Others,10,2025,0.0,October
Karnataka,Mobile Workshop,Others,2W_Shared,2,2029,428.9743095238095,February
Bihar,Tow Truck,2-Wheelers,3W_Personal,5,2035,27.31,May
Odisha,Luxury Cab,2-Wheelers,2W_Personal,4,2025,3339.33,April
Andaman & Nicobar Island,Camper Van / Trailer,Others,Others,6,2035,0.01,June
Chandigarh,Quadricycle (Commercial),3-Wheelers,3W_Goods,8,2027,15.84,August
Sikkim,Educational Institution Bus,Others,3W_Personal,2,2034,698.1470833333334,February
Tamil Nadu,Trailer (Commercial),3-Wheelers,3W_Personal,5,2033,3.445,May
Assam,Auxiliary Trailer,3-Wheelers,Others,12,2030,159.915,December
Bihar,Hearses,4-Wheelers,3W_Personal,5,2030,2191.885,May
Tripura,Three Wheeler (Passenger),3-Wheelers,3W_Goods,9,2035,33.015,September
West Bengal,Trailer (Commercial),3-Wheelers,3W_Shared,9,2029,197.915,September
Meghalaya,Camper Van / Trailer (Private Use),2-Wheelers,4W_Shared,6,2029,7.785,June
Chandigarh,Bulldozer,3-Wheelers,3W_Shared,11,2031,71.355,November
Punjab,Private Service Vehicle,Others,4W_Personal,7,2031,87.7,July
Bihar,Semi-Trailer (Commercial),2-Wheelers,3W_Shared,1,2034,403.4361666666666,January
Gujarat,Trailer (Commercial),3-Wheelers,Others,12,2032,27.91,December
Assam,Motor Cycle/Scooter-With Trailer,Others,2W_Personal,7,2026,11.005,July
Uttar Pradesh,Construction Equipment Vehicle,3-Wheelers,3W_Goods,2,2028,1252.5345,February
Himachal Pradesh,Camper Van / Trailer (Private Use),4-Wheelers,3W_Personal,1,2030,7.445,January
Punjab,Ambulance,Others,3W_Shared_Lowspeed,5,2033,126.65,May
Goa,Motor Caravan,2-Wheelers,3W_Goods,6,2026,0.295,June
Meghalaya,Recovery Vehicle,3-Wheelers,2W_Personal,6,2032,2.61,June
Dnh And Dd,Motorised Cycle (Cc > 25Cc),3-Wheelers,3W_Shared,2,2034,8.695,February
Chandigarh,Tower Wagon,Bus,3W_Goods,3,2032,58.78,March
Odisha,Crane Mounted Vehicle,2-Wheelers,3W_Shared_Lowspeed,4,2032,53.615,April
Mizoram,Auxiliary Trailer,Bus,4W_Shared,5,2032,0.02,May
Tripura,Vehicle Fitted With Compressor,4-Wheelers,2W_Personal,7,2034,5.88,July
Nagaland,Camper Van / Trailer,Bus,2W_Shared,4,2027,24.585,April
Tamil Nadu,Breakdown Van,2-Wheelers,3W_Goods_Lowspeed,7,2029,232.885,July
Jammu And Kashmir,M-Cycle/Scooter,3-Wheelers,Institution Bus,11,2025,175.84,November
Arunachal Pradesh,Educational Institution Bus,4-Wheelers,3W_Shared,3,2026,9.105,March
Assam,Tractor (Commercial),3-Wheelers,3W_Personal,8,2026,20.69,August
Nagaland,Semi-Trailer (Commercial),3-Wheelers,4W_Shared,9,2031,5.175,September
Bihar,Fire Tenders,Bus,3W_Personal,1,2032,2751.145499999999,January
Karnataka,Maxi Cab,2-Wheelers,2W_Shared,2,2031,17.21875,February
Puducherry,Quadricycle (Private),2-Wheelers,3W_Goods,6,2025,3.845,June
West Bengal,Crane Mounted Vehicle,2-Wheelers,Institution Bus,12,2026,28.765,December
Sikkim,Power Tiller,2-Wheelers,4W_Shared,1,2033,66.44533333333332,January
Sikkim,Three Wheeler (Goods),Others,Bus,2,2029,0.085,February
Punjab,Tractor (Commercial),Others,2W_Personal,10,2025,61.285,October
West Bengal,Three Wheeler (Passenger),Bus,3W_Goods,10,2034,116.845,October
Chhattisgarh,Mobile Canteen,Bus,4W_Personal,1,2031,87.85,January
Manipur,Tree Trimming Vehicle,Others,Others,12,2033,0.0,December
Kerala,Omni Bus,4-Wheelers,3W_Shared_Lowspeed,2,2030,495.485,February
Jammu And Kashmir,Trailer For Personal Use,2-Wheelers,3W_Shared,7,2026,235.285,July
Manipur,Excavator (Nt),Others,3W_Personal,10,2029,6.44,October
Maharashtra,Three Wheeler (Personal),Others,4W_Shared,1,2030,69.20166666666665,January
Meghalaya,Excavator (Commercial),Bus,4W_Shared,2,2032,0.025,February
Bihar,Power Tiller,3-Wheelers,2W_Shared,8,2027,22.355,August
Tripura,Tractor (Commercial),3-Wheelers,3W_Goods,8,2033,4.705,August
Manipur,Articulated Vehicle,2-Wheelers,2W_Personal,7,2029,13.17,July
Sikkim,Articulated Vehicle,Others,3W_Personal,11,2031,252.18,November
Jammu And Kashmir,Mobile Canteen,Bus,3W_Goods,5,2029,6.83,May
Puducherry,Excavator (Commercial),4-Wheelers,4W_Personal,3,2025,11.515,March
Tripura,Construction Equipment Vehicle (Commercial),Others,3W_Personal,12,2034,94.31,December
Jharkhand,Tower Wagon,3-Wheelers,Institution Bus,6,2032,87.545,June
West Bengal,M-Cycle/Scooter,4-Wheelers,Institution Bus,1,2027,5.3625,January
Madhya Pradesh,Power Tiller,4-Wheelers,3W_Goods,7,2032,87.35,July
Goa,Semi-Trailer (Commercial),2-Wheelers,3W_Shared,2,2025,4.598333333333333,February
Haryana,Motor Caravan,4-Wheelers,Others,4,2032,55.04,April
Ladakh,Bulldozer,Others,Bus,11,2033,19.545,November
West Bengal,Excavator (Nt),Bus,Institution Bus,2,2032,0.0,February
Sikkim,Road Roller,4-Wheelers,Others,4,2026,0.485,April
Meghalaya,Fork Lift,2-Wheelers,Institution Bus,5,2033,8.78,May
Jharkhand,Semi-Trailer (Commercial),2-Wheelers,Others,8,2031,86.41,August
Chandigarh,M-Cycle/Scooter-With Side Car,Others,3W_Goods_Lowspeed,9,2033,42.145,September
Assam,Goods Carrier,Others,4W_Shared,11,2034,13.18,November
Delhi,Articulated Vehicle,2-Wheelers,4W_Personal,5,2029,361.21,May
Nagaland,Vehicle Fitted With Compressor,4-Wheelers,2W_Shared,2,2027,0.495,February
West Bengal,Trailer For Personal Use,Others,2W_Personal,4,2031,92.735,April
Delhi,M-Cycle/Scooter-With Side Car,2-Wheelers,3W_Goods,11,2030,0.305,November
Dnh And Dd,Motor Car,2-Wheelers,3W_Goods,1,2032,4.0175,January
Karnataka,Motor Car,4-Wheelers,3W_Shared_Lowspeed,4,2026,426.1,April
Sikkim,Tow Truck,Bus,3W_Shared,8,2027,45.125,August
Chandigarh,Tractor (Commercial),3-Wheelers,3W_Shared,8,2033,44.015,August
Arunachal Pradesh,Motor Car,3-Wheelers,4W_Personal,5,2030,6.295,May
Tamil Nadu,Three Wheeler (Personal),4-Wheelers,Others,9,2030,40.275,September
Tamil Nadu,E-Rickshaw(P),4-Wheelers,3W_Personal,1,2026,243.05833333333337,January
Uttarakhand,Tractor (Commercial),Bus,2W_Shared,2,2032,27.55616666666667,February
Dnh And Dd,Motor Car,Others,3W_Shared_Lowspeed,12,2034,62.845,December
Karnataka,Adapted Vehicle,3-Wheelers,3W_Goods_Lowspeed,3,2027,71.89166666666667,March
Sikkim,Tree Trimming Vehicle,Others,Institution Bus,9,2034,0.0,September
Assam,Adapted Vehicle,Others,3W_Goods,3,2027,100.47,March
Andaman & Nicobar Island,Excavator (Commercial),2-Wheelers,Institution Bus,4,2034,3.13,April
Haryana,Omni Bus (Private Use),Others,Institution Bus,4,2030,1.62,April
Chhattisgarh,Tree Trimming Vehicle,3-Wheelers,3W_Shared_Lowspeed,10,2035,250.7,October
Andhra Pradesh,Motor Cycle/Scooter-With Trailer,3-Wheelers,Others,4,2028,24.82,April
Jharkhand,X-Ray Van,4-Wheelers,Bus,12,2031,4.6,December
Nagaland,E-Rickshaw(P),2-Wheelers,2W_Shared,7,2029,42.12,July
Tamil Nadu,Trailer (Commercial),Others,2W_Personal,6,2035,394.025,June
Haryana,Harvester,2-Wheelers,Institution Bus,11,2032,442.525,November
Delhi,Library Van,Others,3W_Goods_Lowspeed,6,2025,1295.36,June
Mizoram,Road Roller,2-Wheelers,3W_Goods_Lowspeed,5,2034,0.03,May
Nagaland,Semi-Trailer (Commercial),4-Wheelers,Institution Bus,3,2033,0.02,March
Tamil Nadu,Bulldozer,Others,Bus,3,2026,0.01,March
Meghalaya,Cash Van,4-Wheelers,Institution Bus,1,2033,0.0,January
Gujarat,Modular Hydraulic Trailer,Bus,3W_Shared,1,2026,294.1072619047619,January
Rajasthan,Quadricycle (Private),3-Wheelers,3W_Goods,8,2030,88.5,August
Chandigarh,Harvester,Others,3W_Goods,11,2025,159.13,November
Andhra Pradesh,Three Wheeler (Goods),4-Wheelers,3W_Personal,10,2025,49.705,October
Arunachal Pradesh,Articulated Vehicle,3-Wheelers,4W_Shared,5,2034,5.68,May
Madhya Pradesh,Fork Lift,3-Wheelers,2W_Personal,2,2029,2940.3553333333334,February
Haryana,Omni Bus (Private Use),4-Wheelers,4W_Shared,6,2031,56.66,June
West Bengal,Goods Carrier,3-Wheelers,2W_Shared,6,2029,988.68,June
Assam,Ambulance,2-Wheelers,Others,2,2028,144.43,February
Uttar Pradesh,Camper Van / Trailer (Private Use),Others,4W_Shared,6,2028,0.77,June
Mizoram,Hearses,2-Wheelers,3W_Shared,6,2035,18.4475,June
Uttarakhand,Snorked Ladders,Others,Bus,9,2032,0.0,September
Himachal Pradesh,Vehicle Fitted With Compressor,Bus,3W_Goods,1,2034,7.576,January
Jammu And Kashmir,Private Service Vehicle,Others,3W_Goods_Lowspeed,10,2026,9.015,October
Punjab,Maxi Cab,3-Wheelers,2W_Shared,5,2032,0.735,May
Delhi,Semi-Trailer (Commercial),3-Wheelers,3W_Shared,10,2026,151.05,October
Puducherry,Trailer (Commercial),Bus,Others,9,2034,0.0,September
Rajasthan,Motor Caravan,4-Wheelers,3W_Shared_Lowspeed,2,2035,279.1305119047619,February
Delhi,Three Wheeler (Personal),Others,3W_Shared,10,2030,215.635,October
Arunachal Pradesh,Snorked Ladders,3-Wheelers,Others,6,2026,6.005,June
Odisha,Tree Trimming Vehicle,Bus,3W_Personal,8,2035,73.295,August
Meghalaya,Semi-Trailer (Commercial),3-Wheelers,2W_Shared,9,2030,1.325,September
Goa,Omni Bus (Private Use),Bus,4W_Shared,5,2026,8.155,May
West Bengal,M-Cycle/Scooter,Bus,Others,8,2030,0.0,August
Chandigarh,X-Ray Van,3-Wheelers,3W_Goods_Lowspeed,9,2031,14.675,September
Uttar Pradesh,Tree Trimming Vehicle,Others,3W_Goods_Lowspeed,9,2034,243.71,September
Puducherry,Recovery Vehicle,4-Wheelers,4W_Shared,8,2027,0.845,August
West Bengal,Construction Equipment Vehicle,3-Wheelers,3W_Goods_Lowspeed,7,2031,9.48,July
Kerala,Motor Cycle/Scooter-Sidecar(T),Others,2W_Personal,10,2029,336.585,October
Meghalaya,Motor Cycle/Scooter-With Trailer,Others,2W_Personal,12,2025,3.265,December
Delhi,Moped,3-Wheelers,4W_Shared,12,2029,322.675,December
Chhattisgarh,Fork Lift,4-Wheelers,3W_Personal,9,2025,558.955,September
Nagaland,Snorked Ladders,Others,Institution Bus,3,2033,0.0,March
Karnataka,Maxi Cab,2-Wheelers,Institution Bus,2,2035,110.93291666666669,February
Assam,Mobile Canteen,Others,2W_Shared,11,2033,12.02,November
Ladakh,Crane Mounted Vehicle,2-Wheelers,3W_Shared_Lowspeed,8,2031,46.815,August
Andhra Pradesh,Camper Van / Trailer,Bus,2W_Shared,8,2025,94.81,August
Assam,Motor Caravan,2-Wheelers,4W_Shared,10,2028,278.975,October
Karnataka,Tow Truck,Bus,3W_Shared_Lowspeed,5,2031,463.31,May
Uttar Pradesh,Motor Cycle/Scooter-Sidecar(T),3-Wheelers,3W_Goods_Lowspeed,7,2026,14.865,July
Odisha,Tower Wagon,2-Wheelers,2W_Personal,7,2032,51.77,July
Rajasthan,Luxury Cab,3-Wheelers,4W_Shared,11,2027,1641.755,November
Sikkim,Road Roller,Bus,4W_Shared,1,2025,0.29,January
Bihar,Three Wheeler (Goods),4-Wheelers,Others,10,2032,0.315,October
Nagaland,X-Ray Van,Others,3W_Shared_Lowspeed,9,2030,7.04,September
Assam,Luxury Cab,2-Wheelers,4W_Shared,1,2034,801.6419166666667,January
Karnataka,Animal Ambulance,Others,Bus,2,2025,63.45,February
Jharkhand,Tractor-Trolley(Commercial),Bus,Institution Bus,3,2033,0.0,March
Punjab,Tractor-Trolley(Commercial),2-Wheelers,3W_Personal,1,2035,30.58333333333333,January
Gujarat,Trailer For Personal Use,Bus,3W_Goods,12,2033,301.28,December
Kerala,Trailer (Commercial),3-Wheelers,2W_Shared,9,2026,17.92,September
Nagaland,Bulldozer,Bus,Bus,7,2026,0.0,July
Uttar Pradesh,Mobile Workshop,Bus,4W_Shared,8,2025,4.79,August
Delhi,Motor Car,Bus,2W_Personal,3,2031,370.9475,March
Punjab,Camper Van / Trailer (Private Use),3-Wheelers,4W_Shared,2,2030,69.97,February
Karnataka,Quadricycle (Private),3-Wheelers,2W_Shared,3,2032,272.56,March
Mizoram,M-Cycle/Scooter,2-Wheelers,4W_Shared,11,2035,13.06,November
Uttarakhand,Tow Truck,2-Wheelers,3W_Goods,8,2035,17.925,August
Kerala,Vehicle Fitted With Generator,2-Wheelers,Institution Bus,11,2034,161.005,November
Himachal Pradesh,Breakdown Van,Others,2W_Personal,4,2034,9.0,April
Punjab,Hearses,2-Wheelers,Others,7,2028,393.25,July
Andaman & Nicobar Island,Cash Van,Bus,4W_Shared,9,2026,0.225,September
Sikkim,Vehicle Fitted With Generator,4-Wheelers,3W_Goods_Lowspeed,1,2033,16.265,January
Uttarakhand,Ambulance,3-Wheelers,3W_Shared,4,2032,49.625,April
Madhya Pradesh,Vehicle Fitted With Generator,Bus,3W_Shared,8,2032,180.415,August
Gujarat,Motor Cycle/Scooter-Sidecar(T),3-Wheelers,Bus,11,2035,40.625,November
Tripura,Bulldozer,Others,3W_Shared,4,2030,77.88,April
Mizoram,Three Wheeler (Goods),2-Wheelers,3W_Shared_Lowspeed,7,2034,1.925,July
Uttar Pradesh,E-Rickshaw With Cart (G),Others,2W_Shared,8,2033,993.07,August
Uttarakhand,Three Wheeler (Personal),3-Wheelers,3W_Goods,10,2030,19.22,October
Assam,Private Service Vehicle (Individual Use),2-Wheelers,Others,12,2032,300.35,December
Kerala,Tower Wagon,4-Wheelers,Institution Bus,5,2033,10.295,May
Gujarat,Three Wheeler (Goods),4-Wheelers,4W_Shared,5,2035,7.525,May
Haryana,Excavator (Commercial),Bus,3W_Goods_Lowspeed,2,2034,645.0286666666667,February
Assam,Road Roller,4-Wheelers,Institution Bus,6,2031,4.075,June
Jharkhand,Motor Cycle/Scooter-With Trailer,Bus,3W_Goods,11,2028,35.57,November
Punjab,Camper Van / Trailer (Private Use),2-Wheelers,2W_Personal,7,2027,138.08,July
Maharashtra,Ambulance,2-Wheelers,3W_Goods_Lowspeed,2,2027,278.265,February
Assam,Power Tiller (Commercial),4-Wheelers,Others,3,2034,0.91,March
West Bengal,Tow Truck,4-Wheelers,Others,11,2032,29.93,November
West Bengal,Educational Institution Bus,3-Wheelers,3W_Goods,4,2025,838.4433333333333,April
Rajasthan,Three Wheeler (Personal),4-Wheelers,4W_Shared,2,2032,7.81,February
Rajasthan,Tractor-Trolley(Commercial),4-Wheelers,Institution Bus,6,2026,3.955,June
Madhya Pradesh,E-Rickshaw(P),Bus,3W_Shared,8,2029,1354.61,August
Dnh And Dd,Cash Van,4-Wheelers,2W_Personal,2,2034,84.99875,February
Tripura,Tow Truck,4-Wheelers,4W_Shared,11,2026,4.155,November
Tripura,Camper Van / Trailer,Bus,Others,9,2032,0.0,September
Chandigarh,Hearses,4-Wheelers,2W_Shared,10,2030,141.815,October
Jammu And Kashmir,Moped,4-Wheelers,2W_Personal,1,2026,89.24600000000001,January
Meghalaya,Private Service Vehicle (Individual Use),Others,4W_Shared,1,2031,0.045,January
Odisha,Motor Cycle/Scooter-Sidecar(T),Others,2W_Personal,5,2032,81.01666666666667,May
Haryana,Tractor-Trolley(Commercial),4-Wheelers,3W_Goods,12,2034,103.915,December
Karnataka,Omni Bus,Others,4W_Personal,3,2028,844.5306666666665,March
Nagaland,Fire Fighting Vehicle,4-Wheelers,4W_Shared,3,2031,0.04,March
Jharkhand,Library Van,Others,3W_Shared_Lowspeed,9,2027,477.755,September
Jharkhand,Omni Bus (Private Use),4-Wheelers,3W_Shared,5,2029,83.135,May
Haryana,X-Ray Van,4-Wheelers,3W_Shared_Lowspeed,7,2033,203.965,July
Goa,Snorked Ladders,Others,4W_Shared,10,2033,8.09,October
Madhya Pradesh,Modular Hydraulic Trailer,4-Wheelers,Others,3,2031,2.2783333333333333,March
Puducherry,Crane Mounted Vehicle,3-Wheelers,3W_Personal,10,2031,6.015,October
Haryana,Three Wheeler (Passenger),3-Wheelers,Others,7,2034,126.31,July
Gujarat,Quadricycle (Private),3-Wheelers,3W_Personal,4,2025,79.395,April
Himachal Pradesh,Earth Moving Equipment,Others,2W_Shared,6,2026,51.525,June
Punjab,Tractor-Trolley(Commercial),3-Wheelers,2W_Shared,2,2029,24.185,February
Nagaland,Three Wheeler (Goods),4-Wheelers,Bus,1,2025,0.02,January
Odisha,Adapted Vehicle,Bus,3W_Shared_Lowspeed,11,2029,119.6,November
Jharkhand,Articulated Vehicle,Others,4W_Shared,1,2030,5.542749999999999,January
Kerala,Three Wheeler (Passenger),4-Wheelers,3W_Shared,9,2029,556.845,September
Mizoram,Road Roller,Others,2W_Shared,5,2029,0.475,May
Kerala,Armoured/Specialised Vehicle,4-Wheelers,3W_Shared_Lowspeed,12,2028,392.935,December
Uttar Pradesh,Cash Van,4-Wheelers,4W_Personal,9,2027,462.005,September
Gujarat,M-Cycle/Scooter,2-Wheelers,4W_Personal,9,2030,2180.07,September
Tamil Nadu,Construction Equipment Vehicle,2-Wheelers,3W_Personal,12,2027,220.715,December
Maharashtra,Three Wheeler (Personal),2-Wheelers,3W_Goods,9,2034,24.8,September
Andaman & Nicobar Island,Earth Moving Equipment,Others,4W_Shared,2,2035,1.07,February
Dnh And Dd,Mobile Workshop,3-Wheelers,2W_Personal,12,2032,9.84,December
Bihar,Private Service Vehicle (Individual Use),Bus,2W_Personal,1,2031,30.69909523809524,January
Kerala,Bulldozer,Others,3W_Shared,9,2030,362.73,September
Assam,Motor Caravan,Others,3W_Goods_Lowspeed,6,2031,17.045,June
Odisha,Modular Hydraulic Trailer,3-Wheelers,3W_Personal,6,2034,55.935,June
Tamil Nadu,Animal Ambulance,Bus,3W_Shared,12,2029,337.245,December
Meghalaya,Power Tiller,2-Wheelers,2W_Shared,3,2029,1.095,March
Jharkhand,Vehicle Fitted With Compressor,3-Wheelers,3W_Shared,9,2030,109.43,September
Rajasthan,Harvester,4-Wheelers,2W_Shared,4,2028,1920.145,April
Delhi,Omni Bus,3-Wheelers,4W_Shared,11,2035,276.67,November
Gujarat,Mobile Clinic,Bus,Bus,2,2031,0.01,February
Tamil Nadu,Armoured/Specialised Vehicle,2-Wheelers,3W_Goods,11,2027,206.975,November
Chhattisgarh,Tow Truck,4-Wheelers,Bus,6,2034,5.545,June
Jammu And Kashmir,Camper Van / Trailer (Private Use),3-Wheelers,3W_Shared,9,2027,15.615,September
Maharashtra,Fire Tenders,Bus,4W_Personal,8,2027,993.69,August
Madhya Pradesh,Adapted Vehicle,2-Wheelers,3W_Goods_Lowspeed,7,2032,127.345,July
Sikkim,Construction Equipment Vehicle (Commercial),4-Wheelers,3W_Goods_Lowspeed,11,2029,252.18,November
Haryana,Motor Cycle/Scooter-With Trailer,Others,4W_Shared,2,2034,19.56,February
Chhattisgarh,Tree Trimming Vehicle,Others,2W_Shared,6,2026,69.33,June
Tamil Nadu,Private Service Vehicle,2-Wheelers,2W_Shared,3,2030,352.21,March
Rajasthan,Power Tiller (Commercial),2-Wheelers,3W_Goods_Lowspeed,1,2030,36.86358333333334,January
Tripura,Breakdown Van,2-Wheelers,3W_Shared_Lowspeed,5,2026,149.175,May
Himachal Pradesh,Motor Cycle/Scooter-Used For Hire,Bus,3W_Shared_Lowspeed,10,2031,8.005,October
Gujarat,Fire Tenders,Others,Bus,11,2029,28.345,November
Odisha,Educational Institution Bus,Others,4W_Shared,9,2034,1.225,September
Haryana,Fire Fighting Vehicle,4-Wheelers,Bus,5,2025,10.27,May
Kerala,E-Rickshaw With Cart (G),Bus,3W_Shared,12,2031,393.05,December
Rajasthan,Motor Cycle/Scooter-With Trailer,3-Wheelers,2W_Personal,9,2034,27.095,September
Meghalaya,Vehicle Fitted With Compressor,3-Wheelers,2W_Personal,6,2028,2.495,June
